index,principal_component1,principal_component2
0.0,-0.1740598829058964,0.06469416302545634
1.0,-0.09892253806098518,-0.24890326319712688
2.0,-0.08379215313910737,-0.17090426658686994
3.0,0.35292246727923454,0.4773172927116419
4.0,0.3917944617127847,0.5152854068680375
5.0,0.3298134344562326,0.03612872306811287
6.0,-0.15827255359282694,0.09017263658726328
7.0,-0.01817066262345941,-0.010714268713563423
8.0,-0.04298889093638516,-0.3043282482640037
9.0,0.3769826213274184,-0.054892212797247715
10.0,-0.2669565483212995,0.21778829802055139
11.0,-0.29567192696280686,0.3823924943929083
12.0,-0.05437579343775247,-0.3875375601958381
13.0,0.31537856500742634,0.14819094135065555
14.0,0.3422207362440708,0.41907766906584976
15.0,0.4789729177506289,-0.3997991463665457
16.0,-0.21205511906337565,-0.10943707405883368
17.0,-0.0898867364264993,-0.05918205601223447
18.0,0.4382631430498484,0.29198070757329786
19.0,-0.016649477901332456,-0.36142932371252645
20.0,-0.4282908378181491,0.085873814752053
21.0,-0.1270483375525542,0.02387624515907456
22.0,-0.08993651144493257,-0.33197262761196844
23.0,-0.10383968295394151,-0.1003832666639611
24.0,0.45251996469944666,-0.3418846890907847
25.0,0.2764424657211722,-0.39944464337940727
26.0,0.09018530436043265,-0.3485168289432428
27.0,0.002199800025130528,0.3264657953304283
28.0,-0.40138750571734244,-0.030601370856010744
29.0,0.3803688149891392,0.2598514309884924
30.0,0.019097900106899192,-0.5009555789036176
31.0,0.18015645520905615,-0.13674731370286994
32.0,0.29661886502543844,0.28742178683157243
33.0,-0.30109055678903607,-0.009379924705662524
34.0,-0.08015385732882321,-0.2044305434841449
35.0,0.36513830080783743,0.1545123793533251
36.0,-0.19480539070574635,-0.6225516888634471
37.0,0.3728848991239683,0.3454315535689328
38.0,-0.14345245744627474,0.10931495187795749
39.0,0.3886592559101139,0.2370332850647016
40.0,-0.08973835545532365,-0.006609591616581211
41.0,0.32360545251325834,-0.20506234507617466
42.0,0.03998841173599812,0.29981451614313764
43.0,0.03451395203114325,0.47458612832196834
44.0,0.1450326462764784,-0.36204003399670287
45.0,-0.2515763800352663,-0.017428579919360265
46.0,0.1399631224097493,0.3353060233658718
47.0,0.09285231713740247,0.22665435175146045
48.0,0.3028154937467914,0.03243839135018098
49.0,0.4336751508782359,-0.34924983020686456
50.0,-0.42566821946480154,0.030551387453454107
51.0,0.3485044710659015,0.2138232647502355
52.0,0.10107944156983559,0.15485394282904447
53.0,-0.3011981093463723,0.06690495277943835
54.0,0.0006644868320659107,0.2029914812427261
55.0,0.07532045247180336,0.2969255819053433
56.0,0.4645840477168264,-0.20510160023078522
57.0,-0.4993615614881199,0.08440296825136674
58.0,0.4163738941640462,0.10682988765636245
59.0,0.11092695356902636,0.039035623319621716
60.0,-0.28942538409780905,0.1765586569945304
61.0,0.39270689267478054,0.33490880149935687
62.0,0.2853262554985403,-0.40315095025964337
63.0,-0.25930986693053515,0.19377914913163063
64.0,0.006931207206117206,0.004074596599129093
65.0,-0.06991718210301472,-0.446378176716512
66.0,-0.14328323406164634,0.2109760621571604
67.0,-0.27573289490804154,-0.2996381740777367
68.0,-0.32016234330766025,0.0679498778400276
69.0,0.3902675282918452,-0.10574397670545893
70.0,0.21916183840667258,-0.2943090100549904
71.0,-0.08675403269590967,-0.19038622116055937
72.0,0.29309400435847816,0.343142865205249
73.0,-0.3279701979596464,-0.22011066099883375
74.0,-0.12873861565787664,-0.2805466963814302
75.0,0.10510571608519559,0.2415189224707664
76.0,0.12979212037247143,-0.47039075685260767
77.0,-0.15226849537767,-0.1868806344556674
78.0,0.22332281537039084,0.12397918126884462
79.0,-0.14945002979301258,-0.2501521684232037
80.0,-0.41106199547744654,0.13814287683706133
81.0,-0.32851507426892046,0.08481865345732845
82.0,-0.2235463335390246,-0.37885134276323323
83.0,0.22372233642716755,-0.12090586380346288
84.0,0.4513390558578401,0.46376441775453064
85.0,0.22573676928456463,0.033993085622003164
86.0,0.24285770829588768,-0.41367881605110357
87.0,0.08808709230454084,-0.6718055006039129
88.0,-0.3832713899730207,0.1617084065353347
89.0,0.22937260638165513,-0.16431949680865346
90.0,-0.39059572647413116,0.030821236778009943
91.0,-0.1768166869037501,0.23367931882696294
92.0,0.1761566551902101,-0.24191878062184094
93.0,-0.33828258428776004,0.20251166238766605
94.0,-0.24702381541463184,0.19940217976056818
95.0,0.47603941470047095,-0.16331038945624937
96.0,0.2926286335158346,-0.17069751731258462
97.0,-0.13020716648309985,-0.30931005551438634
98.0,0.1539994878542756,0.2773266545304468
99.0,0.11133562422124156,-0.5079284847118514
100.0,-0.10613272241458559,0.2593135257050622
101.0,0.13539178603063448,-0.2821835840324573
102.0,-0.1573957340974678,0.2633045976401205
103.0,-0.1390187195347599,-0.25038659242588507
104.0,-0.13915861316289593,-0.22048362398758026
105.0,0.02462494221430514,0.23881784280850538
106.0,-0.3587319517808763,0.2753722568091208
107.0,-0.37315542783667116,0.021949322187852085
108.0,-0.35046722791185464,-0.1649000552009071
109.0,0.3347635984259042,-0.30863052481827347
110.0,-0.23032212197605034,-0.007975644280151855
111.0,0.39001983457363837,0.34303824323784093
112.0,-0.38203110165248655,0.29887825383750855
113.0,0.08955705475058968,0.24880139338086044
114.0,-0.06480487277844939,-0.5212201174368916
115.0,0.4828749272119474,-0.16743538773903405
116.0,0.09874281514218855,0.2202208318558445
117.0,0.1908691145735521,0.259339216941471
118.0,-0.4082997021716633,0.005752131349547882
119.0,0.3187142024612203,0.4161029503677734
120.0,0.09833631502015948,-0.6522671547123866
121.0,-0.461381682452486,0.047322991465907356
122.0,0.48860595118389744,0.03558981090820734
123.0,-0.04453049444813377,-0.15644690986102328
124.0,-0.06214860618720374,0.43643443478030514
125.0,0.057643210528572575,-0.41899863596090514
126.0,-0.2976781536628414,0.18360335979435108
127.0,0.02746607144383174,-0.2426377478180725
128.0,0.37205844552354017,0.0700216582955649
129.0,0.06958701929377464,0.3736185015514732
130.0,-0.3699307204662782,0.224861869532397
131.0,0.11704881909246234,0.20258061613721812
132.0,-0.39768560016433285,0.02848460036337438
133.0,0.3739313243230661,-0.5332341967216446
134.0,0.12905814490846934,0.09972586322924012
135.0,-0.28786182215069805,0.21164259668972032
136.0,-0.10828125764437706,0.21924111236626018
137.0,0.24516141147520973,0.22534630718209256
138.0,-0.3037317073762802,0.045121573258110725
139.0,-0.11208768509501828,0.35945030479788465
140.0,0.4670847348975148,0.2887075837748812
141.0,0.274588854893031,0.24453935665604315
142.0,-0.13523659703858443,0.010472612565569795
143.0,-0.10011071557888375,-0.32251535372372725
144.0,-0.3632797962076746,0.004886616733840598
145.0,0.5025726276983477,-0.03260995434492375
146.0,0.12704676592254155,-0.5506993665022739
147.0,0.27953178206202806,-0.12097760507866069
148.0,0.14661110722770385,-0.04715612011305526
149.0,0.5746426165933834,0.14541062044083686
150.0,0.033297841907668366,-0.3715535199326074
151.0,-0.3120409375483846,-0.10671354601972767
152.0,-0.26111089056330844,-0.03385399073384335
153.0,-0.07094925148198036,0.037627053429311066
154.0,-0.31068350836925185,0.3263733657277902
155.0,0.4732415210123614,0.25646666436109616
156.0,0.06300628241510722,-0.6465205137488909
157.0,0.22920022642883994,0.4117114231240138
158.0,0.05317718067074111,0.43099954671812246
159.0,0.04842459036622706,0.1464320429151725
160.0,-0.25072384772227163,0.31017109242736807
161.0,-0.39086286449649627,0.05222947203702485
162.0,0.2769661562297779,0.05829234407464624
163.0,0.4899562020045866,0.1509001719536227
164.0,0.00439132733625484,-0.7099616202515631
165.0,-0.19985007746580105,0.03148112324120907
166.0,-0.29792810379483764,0.12377374168689656
167.0,-0.2750039877324096,0.27973694560421364
168.0,-0.05278110886911097,0.004742241307760731
169.0,0.09825325834509203,-0.33690822986417995
170.0,0.1515928695026714,0.4198337727203436
171.0,0.07140052570969653,-0.27425367860704897
172.0,0.12575567893185405,-0.5674226942607189
173.0,-0.1569491535451528,-0.083658378804923
174.0,-0.44862459621782796,-0.049452252961876914
175.0,-0.09472323148567671,0.25619544509109476
176.0,0.1407926301822449,0.31224856048078276
177.0,-0.2714800531625328,0.0055605711064068385
178.0,-0.35344018200705096,0.04948805411463138
179.0,-0.36590456792616316,-0.128967985081285
180.0,-0.15869070748556427,0.05869874545538701
181.0,0.5137133843683014,-0.0257394901163493
182.0,0.31132774370756194,-0.4601559395306744
183.0,-0.06486002427718353,-0.06340913556948446
184.0,0.2783094768926715,-0.24389086751620687
185.0,-0.3658059356061451,0.16610843244344173
186.0,0.0375243016201203,-0.4229226710500835
187.0,-0.4479298290664009,-0.05189638874044885
188.0,-0.15555586399288476,0.11487008917949362
189.0,-0.20476246690435007,0.2540960185495712
190.0,-0.3222920561333299,0.14726074279581586
191.0,-0.3683897627339737,0.19209132429417064
192.0,0.41459465794745015,-0.1223001564954557
193.0,0.22319457814855004,0.15595693989294776
194.0,0.21931194710508686,0.29675620607791375
195.0,0.26229229334812026,0.20528173577666578
196.0,-0.32753137589261555,0.18012353790726493
197.0,-0.4192292127196564,0.20371305737124634
198.0,-0.3876107073896128,0.1468329135229433
199.0,0.07980479734653241,-0.2545869673797232
200.0,0.49959404033399496,-0.16454217349772815
201.0,0.5821961450760038,0.206150254307471
202.0,0.10288565079224986,-0.24852243844454835
203.0,0.18073928126224814,0.3209798823832574
204.0,0.2035253739175038,-0.2853550615807128
205.0,-0.15810703102069104,0.09156451312170359
206.0,0.2217348704370331,0.2475734156158608
207.0,-0.34202821289894403,-0.27756352556462843
208.0,0.03561041888187384,0.140814062160074
209.0,-0.39042389028203844,0.1308627459626951
210.0,-0.26395502237313545,-0.06068144194044008
211.0,-0.03232460900627849,0.25972715894913456
212.0,0.5310266178391536,-0.09566002242128678
213.0,0.23343078552403973,-0.20717443237315444
214.0,0.3250493463601418,-0.5520672991684693
215.0,-0.2999601582737885,0.09240035098147714
216.0,-0.04291905680689578,0.20444485965534906
217.0,-0.24853932099295023,-0.3069966610650318
218.0,-0.04011010770245012,0.33950743281861306
219.0,0.20255018436967645,0.29347140427654184
220.0,0.28703720986323644,0.3530212935807567
221.0,-0.4357991339874519,-0.08432006740863957
222.0,0.09232919955239727,-0.597119656715048
223.0,-0.18284532897137573,-0.2587658632356756
224.0,-0.35030827096803263,0.13866398058108817
225.0,-0.24827631790294705,0.19381493453849055
226.0,0.39247413697457356,-0.050145581380059694
227.0,-0.21047916934777677,0.14366855051604882
228.0,0.3930928377736017,0.49381869841902115
229.0,-0.10086641671719047,0.4513935209818736
230.0,0.12184737679285365,0.024421510261237706
231.0,0.35596838762526894,-0.15823977207346884
232.0,0.05751358104039841,-0.15566432518916196
233.0,-0.010774900390137626,-0.34310992565571635
234.0,-0.34733829502430413,0.12500275471546854
235.0,-0.16146011399738752,0.2538763200726448
236.0,-0.5614983435299111,0.06645692214529252
237.0,0.20867602663525106,0.15529080244138233
238.0,-0.10236967480829073,-0.10922161343561723
239.0,0.34092594457204484,0.3143157280693551
240.0,0.31863671372968316,0.384563225948841
241.0,0.35410373364079495,0.08125831488823623
242.0,-0.2811132575132508,-0.01144232422784273
243.0,-0.42959937049759683,-0.07702233637827709
244.0,-0.2996261959081043,0.20965290177487392
245.0,-0.1349156333225196,-0.019819872585185548
246.0,0.11603482958680264,-0.056648778956032035
247.0,-0.11298844456540698,-0.16344272129517073
248.0,-0.1937932493413138,0.10340011861699835
249.0,0.04890450892275836,-0.5234988256669588
250.0,-0.3252006260299584,-0.11335826621065584
251.0,0.043049083298562246,-0.24795585173497703
252.0,0.29060623578344746,0.3522849148142039
253.0,0.19466039279946096,0.4449430013133566
254.0,0.3976113586811912,-0.21229127195944403
255.0,-0.05311561334070523,-0.1445143810253676
256.0,-0.09333097690632777,-0.4475160140914947
257.0,-0.07480028211446191,-0.236370228221958
258.0,-0.27297347427465524,0.15580667557378408
259.0,-0.451670777114054,-0.046314203585297684
260.0,0.15182974625394138,0.08850946403595482
261.0,-0.34528398907387525,0.12377574058665936
262.0,-0.4244586665157934,-0.008915580389002045
263.0,-0.3373958305453369,0.2621210876501387
264.0,-0.2795950471133581,0.37416535741243884
265.0,0.08910442205093255,0.28723645952655696
266.0,-0.1916305948598864,-0.07986270816482023
267.0,0.38552643349815685,0.09277476549752818
268.0,-0.09793919267744468,0.28728741600038926
269.0,-0.15797684680793084,0.20015962505557439
270.0,-0.3727558335612356,-0.22486295055896074
271.0,-0.05953797589220218,-0.22114810572978244
272.0,-0.0422253731804265,-0.44614551625739063
273.0,0.10141818721143418,-0.22716610161053935
274.0,-0.1617830569479937,0.05268593758764998
275.0,-0.13547697449311247,-0.4246262914457022
276.0,-0.1285678099733118,-0.24912877566707678
277.0,0.024616840974790926,0.36099518750044896
278.0,-0.22900540988006604,0.08714057624780304
279.0,-0.1544192241018515,-0.32992845752146915
280.0,-0.26018745411928923,-0.23434106795636753
281.0,0.2676185677164816,0.05753008434209175
282.0,0.15388833829689041,-0.709039460495143
283.0,0.4442777004246209,-0.5452155798635887
284.0,-0.007957846311413547,0.03366887094954407
285.0,0.013818115551727477,-0.3108847902543573
286.0,-0.12765384113008046,-0.2851901042502845
287.0,0.08366697491605528,-0.2832195898384607
288.0,-0.22460014964138167,0.3109841437591744
289.0,-0.3940532522248088,-0.09664772057920608
290.0,-0.15315239843624268,0.32993423414625733
291.0,0.20792256826028038,0.4503020373238235
292.0,0.36976306990078545,0.4794394695369488
293.0,0.04437611053760621,-0.06761075178801583
294.0,0.17895806359022454,0.4580542037824555
