id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
81,0,0,0.25577322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059065513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6762071,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13475445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5822604,0,0,0,0,0,0,0,0,0,0.1654626,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61203265,0,0,0,0,0,0,0.30795625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0.023295164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16330959,0,0.11097672,0,0,0,0,0,0,0.01441294,0,0,0,0.6834889,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23498374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60149986,0,0,0,0,0,0,0,0,0.15737313,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0.0121198725,0,0,0,0,0.7273628,0,0,0,0,0,0,0,0.021639992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22985369,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2892565,0,0,0,0.055852756,0,0,0,0,0,0.03026057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5099815,0,0,0,0,0,0,0,0.107515,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3398313,0,0,0,0,0,0,0,0,0,0.34007284,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0.091832586,0,0,0,0,0,0,0.24559797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5450477,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98624223,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7221647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18765897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30515397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023770127,0,0.55501413,0,0,0.10610128,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089485794,0,0,0,0,0,0,0,0,0.45480698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44967988,0,0,0,0
96,0.10073553,0,0,0,0,0,0,0,0,0.017254697,0,0,0,0,0,0,0,0,0,0,0,0,0.026509719,0,0,0.17421381,0.64674807,0,0,0,0,0,0,0,0,0,0,0,0.028248157,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44803372,0,0,0,0,0,0,0.16740578,0,0,0,0.23721558,0,0,0,0,0,0,0,0.038897756,0,0,0,0,0,0,0,0,0,0,0.10216979,0,0,0,0
98,0,0,0,0.17353812,0,0,0,0,0,0,0,0,0,0,0.023172582,0,0.0212744,0.060396656,0,0,0,0,0.28479275,0,0,0,0,0,0.038722627,0.03775838,0,0,0,0,0,0.11839827,0,0,0,0,0,0,0,0,0,0.1741334,0,0,0.055937916,0
99,0.8108607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039775595,0,0,0,0,0,0,0,0,0,0,0,0.088776454,0,0,0,0,0,0,0.029259462,0.015307217,0.010295746,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0.13027498,0,0,0,0,0.023271814,0,0,0,0,0,0,0,0,0.049078636,0.15981692,0,0,0,0,0,0,0,0,0,0.024656758,0,0,0.06273352,0,0,0,0,0.25707486,0,0.011739223,0,0,0.15066372,0,0,0,0.11983651
101,0.29552498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06431982,0,0.045555446,0.24026988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09931438,0.10904745,0.13239242,0,0,0
102,0,0,0.28784397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5602158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.5099963,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075,0.010000075
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21655704,0,0,0,0,0.058850024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031563886,0.56482726,0,0,0.12273985,0
105,0,0,0,0,0,0,0,0,0,0,0,0,0.27535892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18763201,0,0,0,0,0.2199272,0,0,0,0,0,0,0,0,0,0.2182647
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28178623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33178413,0,0.2819155,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0.4365776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24185355,0,0,0,0,0,0,0,0,0,0,0,0,0.1648026,0,0,0,0,0,0,0
108,0,0,0.3406568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046429183,0,0,0,0,0,0.05193193,0,0,0,0,0,0,0.21135764,0,0,0,0,0.041485984,0,0,0,0,0,0.06424336,0.4306237,0,0,0,0,0,0,0,0,0,0.1489354,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48510337,0,0,0,0,0,0.37770832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
